               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.018996,            0.010953,          0.00049552,             0.92668,              0.8347,             0.87819,             0.50411,            0.029831,           0.0085919,           0.0007814,           0.0025255,           0.0025255,           0.0025255
                 153,            0.018588,            0.011077,          0.00050482,             0.90617,             0.81802,             0.88218,              0.4824,            0.030509,           0.0083709,          0.00071035,            0.002476,            0.002476,            0.002476
                 154,            0.018065,            0.010536,          0.00037105,             0.90703,             0.80784,             0.85954,             0.50095,            0.030366,           0.0088248,          0.00076677,           0.0024265,           0.0024265,           0.0024265
                 155,            0.018027,            0.010573,          0.00055348,             0.93139,             0.78967,             0.87659,             0.51999,            0.028822,           0.0085033,          0.00065851,            0.002377,            0.002377,            0.002377
                 156,              0.0179,            0.010472,          0.00030922,             0.91356,             0.80622,             0.87088,             0.51354,            0.029374,           0.0088022,           0.0011227,           0.0023275,           0.0023275,           0.0023275
                 157,            0.018022,            0.010633,          0.00036245,              0.9077,              0.7992,             0.86883,              0.5247,            0.029586,           0.0086155,           0.0007277,            0.002278,            0.002278,            0.002278
                 158,            0.017205,            0.010063,          0.00024948,             0.89717,             0.83884,              0.8731,             0.49792,            0.030146,           0.0084426,           0.0005782,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017278,            0.010608,          0.00024972,              0.8423,             0.83549,             0.87168,             0.51076,            0.029102,           0.0083384,          0.00080427,            0.002179,            0.002179,            0.002179
                 160,            0.017493,            0.010107,          0.00043735,             0.85263,              0.8611,             0.87556,             0.49814,            0.030564,           0.0083614,           0.0010679,           0.0021295,           0.0021295,           0.0021295
                 161,            0.017951,            0.011164,          0.00061141,             0.88088,             0.83206,             0.86386,             0.47128,            0.031725,           0.0086011,          0.00059561,             0.00208,             0.00208,             0.00208
                 162,            0.017912,            0.010835,          0.00052818,             0.88139,             0.84273,             0.88945,             0.50785,            0.030087,            0.008359,           0.0012184,           0.0020305,           0.0020305,           0.0020305
                 163,            0.016886,            0.010068,          0.00036344,             0.90927,             0.83478,             0.88659,             0.50981,            0.028982,           0.0081685,           0.0025701,            0.001981,            0.001981,            0.001981
                 164,            0.018082,            0.010122,          0.00036126,             0.93775,              0.7589,             0.86519,             0.49932,            0.029523,           0.0086736,           0.0031764,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017765,            0.010341,          0.00032279,             0.88576,             0.82319,             0.87683,              0.5139,            0.029369,           0.0082441,           0.0023507,            0.001882,            0.001882,            0.001882
                 166,            0.016577,            0.010409,          0.00032321,              0.9191,             0.79744,             0.87579,             0.49837,            0.030464,            0.008696,           0.0019678,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017414,           0.0099305,           0.0003144,             0.92343,              0.8129,             0.86953,             0.48832,            0.030755,           0.0085743,            0.001649,            0.001783,            0.001783,            0.001783
                 168,            0.017844,            0.010445,          0.00049638,             0.90466,             0.80965,             0.87068,             0.48725,            0.030723,           0.0087123,           0.0010841,           0.0017335,           0.0017335,           0.0017335
                 169,            0.016682,            0.010011,          0.00049319,             0.94743,             0.78613,             0.87631,             0.49761,            0.030799,           0.0086427,          0.00079314,            0.001684,            0.001684,            0.001684
                 170,            0.017732,            0.010249,          0.00030936,             0.92181,             0.82325,             0.88121,             0.51567,            0.029933,           0.0083359,          0.00089643,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017549,            0.010291,          0.00026855,             0.92659,             0.81409,             0.88143,             0.50415,            0.030434,           0.0085578,          0.00061654,            0.001585,            0.001585,            0.001585
                 172,             0.01704,            0.010475,           0.0003652,             0.94846,             0.80174,             0.86914,              0.4987,            0.031016,            0.008892,          0.00074997,           0.0015355,           0.0015355,           0.0015355
                 173,            0.016401,           0.0097842,          0.00024059,             0.95037,             0.78276,               0.872,             0.49035,            0.031096,           0.0089082,          0.00067341,            0.001486,            0.001486,            0.001486
                 174,            0.017323,            0.010005,          0.00029483,             0.92485,             0.80557,             0.87574,             0.50368,            0.030863,           0.0087143,             0.00068,           0.0014365,           0.0014365,           0.0014365
                 175,            0.016754,            0.010168,          0.00024427,             0.92647,             0.80025,             0.87648,             0.49269,            0.030884,           0.0089416,          0.00075854,            0.001387,            0.001387,            0.001387
                 176,            0.016344,           0.0095013,           0.0005841,             0.92664,             0.78686,             0.87563,             0.48056,            0.031085,           0.0091394,          0.00069969,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017823,            0.010226,          0.00065697,             0.88377,             0.83732,              0.8801,             0.49858,            0.030461,           0.0089155,          0.00067397,            0.001288,            0.001288,            0.001288
                 178,            0.017208,           0.0096441,          0.00036226,             0.93234,             0.80247,             0.87512,              0.5039,            0.030877,           0.0090397,          0.00079767,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016423,            0.009481,          0.00030239,             0.92996,             0.76774,             0.86521,             0.48266,            0.030933,           0.0090864,           0.0011909,            0.001189,            0.001189,            0.001189
                 180,            0.015992,           0.0097434,          0.00031164,              0.9696,             0.78558,             0.88035,             0.49309,            0.030953,           0.0088283,          0.00099853,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015898,           0.0097673,          0.00020579,             0.96687,             0.78738,             0.86882,             0.47181,            0.031891,           0.0089647,           0.0010147,             0.00109,             0.00109,             0.00109
                 182,             0.01641,            0.010039,          0.00025422,             0.93754,              0.7894,             0.86518,             0.49008,            0.031281,           0.0088338,          0.00093045,           0.0010405,           0.0010405,           0.0010405
                 183,            0.015517,           0.0095516,          0.00025084,             0.93642,             0.79593,             0.87043,             0.49898,            0.030925,           0.0086822,          0.00058698,            0.000991,            0.000991,            0.000991
                 184,             0.01642,           0.0093892,          0.00037771,             0.92892,             0.80501,             0.86654,             0.49421,            0.031441,           0.0089675,          0.00073866,           0.0009415,           0.0009415,           0.0009415
                 185,            0.016327,           0.0097104,          0.00022733,             0.95005,             0.79847,             0.86594,             0.50188,             0.03114,           0.0089331,          0.00060152,            0.000892,            0.000892,            0.000892
                 186,            0.015323,           0.0094003,          0.00025217,             0.95676,             0.79337,             0.86736,             0.49722,            0.031102,           0.0088466,          0.00045186,           0.0008425,           0.0008425,           0.0008425
                 187,            0.014946,           0.0094058,          0.00029226,             0.94165,             0.80648,             0.86886,              0.5066,            0.030365,           0.0089881,          0.00037548,            0.000793,            0.000793,            0.000793
                 188,            0.014975,           0.0095343,           0.0004962,             0.94719,             0.81404,             0.86774,             0.49628,            0.031126,           0.0091112,          0.00057397,           0.0007435,           0.0007435,           0.0007435
                 189,            0.015667,           0.0096535,          0.00026331,             0.93798,             0.80706,             0.85904,             0.48817,            0.031941,           0.0091244,          0.00048059,            0.000694,            0.000694,            0.000694
                 190,            0.016613,            0.010256,          0.00027383,             0.96241,             0.78902,             0.87116,              0.4869,            0.031748,           0.0093242,          0.00046256,           0.0006445,           0.0006445,           0.0006445
                 191,            0.015554,           0.0098727,          0.00027743,             0.93637,             0.81527,             0.87462,             0.49905,            0.031168,           0.0090353,          0.00043812,            0.000595,            0.000595,            0.000595
                 192,             0.01517,           0.0096301,          0.00020696,             0.95727,             0.80996,             0.87386,             0.50203,             0.03112,           0.0090136,          0.00034109,           0.0005455,           0.0005455,           0.0005455
                 193,            0.015255,           0.0094872,          0.00017691,             0.95382,              0.8077,             0.87511,              0.5003,            0.030702,           0.0090966,          0.00042346,            0.000496,            0.000496,            0.000496
                 194,            0.015104,           0.0090793,          0.00018969,             0.94962,             0.80174,             0.87653,             0.50687,             0.03039,           0.0089451,          0.00041826,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014613,            0.009352,           0.0001774,             0.92348,             0.80828,             0.86942,             0.49884,            0.030915,            0.009089,          0.00058555,            0.000397,            0.000397,            0.000397
                 196,            0.014449,           0.0087574,          0.00022538,             0.94898,             0.79322,             0.87365,             0.49982,            0.030507,           0.0090254,           0.0006485,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014523,           0.0092879,          0.00030783,             0.92942,             0.80699,             0.87218,              0.4953,            0.030881,           0.0091362,          0.00062687,            0.000298,            0.000298,            0.000298
                 198,            0.014473,           0.0091781,          0.00023917,             0.96702,             0.79963,             0.87274,             0.49869,            0.030855,           0.0090487,           0.0005539,           0.0002485,           0.0002485,           0.0002485
                 199,            0.015305,           0.0094397,          0.00027836,             0.96935,             0.80106,             0.87428,             0.50199,            0.030782,           0.0090182,          0.00052922,            0.000199,            0.000199,            0.000199
